round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std
1,0.840389,0.086773,0.379026,0.282667,0.004215,0.002980
2,0.875679,0.050004,0.630027,0.139574,0.005950,0.000289
3,0.875543,0.050092,0.630057,0.139543,0.006153,0.000305
4,0.875543,0.050092,0.630057,0.139543,0.006153,0.000305
5,0.875620,0.049510,0.631212,0.137083,0.006424,0.000603
6,0.885010,0.047831,0.669850,0.163420,0.006424,0.000603
7,0.877968,0.052910,0.662745,0.159403,0.006424,0.000603
8,0.877791,0.052864,0.667337,0.164223,0.006907,0.000876
9,0.877394,0.053109,0.666133,0.165920,0.006907,0.000876
10,0.884220,0.048310,0.672414,0.170798,0.006907,0.000876
11,0.875839,0.053904,0.660994,0.173126,0.006878,0.001201
12,0.876135,0.053892,0.662036,0.171647,0.006907,0.000876
13,0.883055,0.049074,0.669050,0.175538,0.007149,0.001148
14,0.875641,0.054608,0.655470,0.178193,0.005684,0.000996
15,0.910303,0.053635,0.797911,0.034331,0.007639,0.001788
16,0.918380,0.044396,0.809604,0.030463,0.007799,0.001762
17,0.911506,0.054391,0.802564,0.039327,0.007595,0.001509
18,0.918517,0.044485,0.809573,0.030463,0.007601,0.001517
19,0.918656,0.044575,0.810121,0.031140,0.007601,0.001517
20,0.912065,0.054765,0.804717,0.041823,0.007631,0.001553
