round,accuracy_mean,accuracy_std,detection_rate_mean,detection_rate_std,false_positive_rate_mean,false_positive_rate_std,train_loss_mean,train_loss_std
1,0.912162,0.000509,0.692358,0.000578,0.005728,0.000608,0.272653,0.001540
2,0.913916,0.000292,0.688168,0.000637,0.001753,0.000164,0.260438,0.000870
3,0.914356,0.000442,0.689090,0.001617,0.001492,0.000020,0.258405,0.000895
4,0.914568,0.000269,0.689904,0.001187,0.001506,0.000099,0.257770,0.001087
5,0.914605,0.000410,0.690014,0.001368,0.001496,0.000054,0.257668,0.001366
6,0.914937,0.000269,0.690704,0.000658,0.001299,0.000151,0.257930,0.001253
7,0.915081,0.000318,0.691239,0.000408,0.001300,0.000340,0.258104,0.002149
8,0.915154,0.000287,0.691291,0.000405,0.001219,0.000328,0.258402,0.002164
9,0.915195,0.000240,0.691347,0.000355,0.001184,0.000273,0.258893,0.002793
10,0.915198,0.000244,0.691464,0.000256,0.001223,0.000307,0.259084,0.003571
11,0.915298,0.000268,0.691609,0.000239,0.001140,0.000312,0.259666,0.002948
12,0.915318,0.000253,0.691636,0.000193,0.001123,0.000312,0.259606,0.004105
13,0.915495,0.000510,0.692237,0.000983,0.001104,0.000338,0.260233,0.003637
14,0.915856,0.001009,0.693738,0.002770,0.001170,0.000357,0.259729,0.004202
15,0.915895,0.000867,0.693569,0.002425,0.001052,0.000297,0.260321,0.004407
16,0.916084,0.001235,0.694291,0.003784,0.001063,0.000294,0.260689,0.004536
17,0.916518,0.001787,0.695723,0.005875,0.001001,0.000276,0.261133,0.004291
18,0.916516,0.001771,0.695688,0.005912,0.000990,0.000248,0.261115,0.005036
19,0.916424,0.001624,0.695333,0.005404,0.000985,0.000219,0.261879,0.005998
20,0.916630,0.001891,0.695930,0.006412,0.000925,0.000220,0.261311,0.005688
